Time,Source,Destination,Protocol,Length
2019-05-27 07:36:28.898156,192.168.0.13,192.168.0.23,TCP,484
2019-05-27 07:36:28.901418,192.168.0.13,192.168.0.23,TCP,480
2019-05-27 07:36:28.905572,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:28.905984,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:28.925934,192.168.0.13,192.168.0.23,TCP,987
2019-05-27 07:36:28.926527,192.168.0.13,192.168.0.23,TCP,983
2019-05-27 07:36:28.928890,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:28.929299,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.015393,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:29.015513,192.168.0.13,192.168.0.23,TCP,115
2019-05-27 07:36:29.016410,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:29.016530,192.168.0.13,192.168.0.23,TCP,111
2019-05-27 07:36:29.018985,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.019395,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.074980,192.168.0.13,192.168.0.23,TCP,975
2019-05-27 07:36:29.075525,192.168.0.13,192.168.0.23,TCP,971
2019-05-27 07:36:29.078183,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.078669,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.134974,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:29.140986,192.168.0.13,192.168.0.23,TCP,939
2019-05-27 07:36:29.143763,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.144169,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.195192,192.168.0.13,192.168.0.23,TCP,987
2019-05-27 07:36:29.197552,192.168.0.13,192.168.0.23,TCP,983
2019-05-27 07:36:29.200387,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.201798,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.290568,192.168.0.13,192.168.0.23,TCP,967
2019-05-27 07:36:29.291069,192.168.0.13,192.168.0.23,TCP,967
2019-05-27 07:36:29.294221,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.294640,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.345516,192.168.0.13,192.168.0.23,TCP,1163
2019-05-27 07:36:29.346227,192.168.0.13,192.168.0.23,TCP,1159
2019-05-27 07:36:29.351130,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.351537,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.415427,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:29.418253,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.418662,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.465162,192.168.0.13,192.168.0.23,TCP,967
2019-05-27 07:36:29.465697,192.168.0.13,192.168.0.23,TCP,963
2019-05-27 07:36:29.468572,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.468983,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.525077,192.168.0.13,192.168.0.23,TCP,963
2019-05-27 07:36:29.646104,192.168.0.13,13.228.233.32,,150
2019-05-27 07:36:29.665674,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:29.722187,192.168.0.13,192.168.0.23,TCP,967
2019-05-27 07:36:29.722306,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:29.725569,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.725979,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.727478,192.168.0.13,192.168.0.23,TCP,1297
2019-05-27 07:36:29.728307,192.168.0.13,192.168.0.23,TCP,1293
2019-05-27 07:36:29.731701,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.732078,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.738156,13.228.233.32,192.168.0.13,,134
2019-05-27 07:36:29.747392,192.168.0.13,192.168.0.1,,146
2019-05-27 07:36:29.747908,192.168.0.1,192.168.0.13,,146
2019-05-27 07:36:29.806250,192.168.0.1,192.168.0.14,TCP,122
2019-05-27 07:36:29.810527,192.168.0.1,192.168.0.14,TCP,114
2019-05-27 07:36:29.816343,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:29.817014,192.168.0.13,192.168.0.23,TCP,939
2019-05-27 07:36:29.822799,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.823199,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.826454,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.826775,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.826919,192.168.0.1,192.168.0.14,TCP,1406
2019-05-27 07:36:29.828082,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.828242,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.830951,192.168.0.1,192.168.0.14,TCP,1226
2019-05-27 07:36:29.832256,192.168.0.1,192.168.0.14,TCP,1222
2019-05-27 07:36:29.834222,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.834339,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.834480,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.834559,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.834637,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.842276,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.842664,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.850505,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.850586,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.850712,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.850789,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.850968,192.168.0.1,192.168.0.14,TCP,570
2019-05-27 07:36:29.853249,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.853335,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.853465,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.853541,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.853796,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.861602,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.861721,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.861968,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.862088,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.862945,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.863025,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.863148,192.168.0.1,192.168.0.14,TCP,570
2019-05-27 07:36:29.864287,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.864412,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.864768,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.864851,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.864999,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.866400,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.866514,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.866638,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.866714,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.866788,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.866908,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.867030,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.868901,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.868991,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.869880,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.870021,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.870102,192.168.0.1,192.168.0.14,TCP,1522
2019-05-27 07:36:29.871031,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.873801,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.873919,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.874053,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.874128,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.874202,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:29.874750,192.168.0.13,192.168.0.23,TCP,911
2019-05-27 07:36:29.875627,192.168.0.13,192.168.0.23,TCP,907
2019-05-27 07:36:29.878624,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.879087,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:29.894111,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.894314,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.894452,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.894593,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.894846,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.894969,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:29.897860,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.898016,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.898197,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:29.898276,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.898410,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:29.899645,192.168.0.1,192.168.0.14,TCP,528
2019-05-27 07:36:29.902623,192.168.0.1,192.168.0.14,TCP,114
2019-05-27 07:36:29.945149,192.168.0.13,192.168.0.23,TCP,891
2019-05-27 07:36:29.949682,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:29.950094,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.013016,192.168.0.13,192.168.0.23,TCP,1331
2019-05-27 07:36:30.013584,192.168.0.13,192.168.0.23,TCP,1327
2019-05-27 07:36:30.016608,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.016989,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.065900,192.168.0.13,192.168.0.23,TCP,859
2019-05-27 07:36:30.066414,192.168.0.13,192.168.0.23,TCP,855
2019-05-27 07:36:30.069322,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.069735,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.144606,192.168.0.13,192.168.0.23,TCP,855
2019-05-27 07:36:30.145404,192.168.0.13,192.168.0.23,TCP,851
2019-05-27 07:36:30.148520,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.148931,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.195230,192.168.0.13,192.168.0.23,TCP,935
2019-05-27 07:36:30.195746,192.168.0.13,192.168.0.23,TCP,931
2019-05-27 07:36:30.198554,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.198963,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.274411,192.168.0.13,192.168.0.23,TCP,971
2019-05-27 07:36:30.276630,192.168.0.13,192.168.0.23,TCP,967
2019-05-27 07:36:30.279350,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.279746,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.325695,192.168.0.13,192.168.0.23,TCP,1303
2019-05-27 07:36:30.465137,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:30.467014,192.168.0.13,192.168.0.23,TCP,1299
2019-05-27 07:36:30.467926,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:30.468653,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:30.471764,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.472141,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.474686,192.168.0.13,192.168.0.23,TCP,412
2019-05-27 07:36:30.475370,192.168.0.13,192.168.0.23,TCP,408
2019-05-27 07:36:30.484953,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.490174,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.545206,192.168.0.13,192.168.0.23,TCP,907
2019-05-27 07:36:30.545744,192.168.0.13,192.168.0.23,TCP,903
2019-05-27 07:36:30.548390,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.549291,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.604957,192.168.0.13,192.168.0.23,TCP,907
2019-05-27 07:36:30.605491,192.168.0.13,192.168.0.23,TCP,903
2019-05-27 07:36:30.648371,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.666554,192.168.0.13,192.168.0.23,TCP,1235
2019-05-27 07:36:30.667118,192.168.0.13,192.168.0.23,TCP,1231
2019-05-27 07:36:30.777721,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.778177,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.781803,192.168.0.13,192.168.0.23,TCP,899
2019-05-27 07:36:30.786161,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.786813,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.808356,192.168.0.13,192.168.0.23,TCP,951
2019-05-27 07:36:30.812463,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.812876,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.891700,192.168.0.13,192.168.0.23,TCP,847
2019-05-27 07:36:30.892237,192.168.0.13,192.168.0.23,TCP,843
2019-05-27 07:36:30.895109,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.897617,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.944836,192.168.0.13,192.168.0.23,TCP,951
2019-05-27 07:36:30.945395,192.168.0.13,192.168.0.23,TCP,947
2019-05-27 07:36:30.949448,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:30.950065,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:30.995265,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:30.995474,192.168.0.13,192.168.0.23,TCP,144
2019-05-27 07:36:30.996443,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:30.996562,192.168.0.13,192.168.0.23,TCP,140
2019-05-27 07:36:31.000050,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.000719,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.002082,192.168.0.13,192.168.0.23,TCP,488
2019-05-27 07:36:31.002486,192.168.0.13,192.168.0.23,TCP,484
2019-05-27 07:36:31.005370,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.005734,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.089466,192.168.0.13,192.168.0.23,TCP,915
2019-05-27 07:36:31.089872,192.168.0.13,192.168.0.23,TCP,911
2019-05-27 07:36:31.093223,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.093602,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.145068,192.168.0.13,192.168.0.23,TCP,895
2019-05-27 07:36:31.265311,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.272584,192.168.0.13,192.168.0.23,TCP,903
2019-05-27 07:36:31.272657,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.277810,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.278225,192.168.0.23,192.168.0.13,,118
2019-05-27 07:36:31.280610,192.168.0.13,192.168.0.23,TCP,372
2019-05-27 07:36:31.285786,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.286236,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.345129,192.168.0.13,192.168.0.23,TCP,1443
2019-05-27 07:36:31.345910,192.168.0.13,192.168.0.23,TCP,1439
2019-05-27 07:36:31.348886,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.349266,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.405250,192.168.0.13,192.168.0.23,TCP,947
2019-05-27 07:36:31.418842,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:31.422078,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.422704,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.466131,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.466263,192.168.0.13,192.168.0.23,TCP,144
2019-05-27 07:36:31.466520,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.466639,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.466851,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.467127,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.467245,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.467371,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.467560,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.467942,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.468074,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.468214,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.468292,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.468629,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.468877,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.469484,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.470188,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470305,192.168.0.13,192.168.0.23,TCP,148
2019-05-27 07:36:31.470436,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470508,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470584,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470657,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470780,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470850,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470921,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.470992,192.168.0.13,192.168.0.23,TCP,1510
2019-05-27 07:36:31.471066,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.471199,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.471273,192.168.0.13,192.168.0.23,TCP,1506
2019-05-27 07:36:31.471347,192.168.0.13,192.168.0.23,TCP,1510
2019-05-27 07:36:31.471420,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:31.473304,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.473463,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.473832,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.473908,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.476110,192.168.0.13,192.168.0.23,TCP,1481
2019-05-27 07:36:31.476690,192.168.0.13,192.168.0.23,TCP,1477
2019-05-27 07:36:31.480550,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.480965,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.544764,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.544891,192.168.0.13,192.168.0.23,TCP,144
2019-05-27 07:36:31.548640,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.549053,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.552394,192.168.0.13,192.168.0.23,TCP,920
2019-05-27 07:36:31.552938,192.168.0.13,192.168.0.23,TCP,916
2019-05-27 07:36:31.557181,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.557591,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.595032,192.168.0.13,192.168.0.23,TCP,1475
2019-05-27 07:36:31.600334,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.600743,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.691355,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:31.691493,192.168.0.13,192.168.0.23,TCP,144
2019-05-27 07:36:31.695841,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.696257,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.697575,192.168.0.13,192.168.0.23,TCP,372
2019-05-27 07:36:31.700117,192.168.0.13,192.168.0.23,TCP,368
2019-05-27 07:36:31.703223,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.703637,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.745172,192.168.0.13,192.168.0.23,TCP,1395
2019-05-27 07:36:31.745755,192.168.0.13,192.168.0.23,TCP,1391
2019-05-27 07:36:31.748216,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.748674,38.156.18.23,192.168.0.193,,118
2019-05-27 07:36:31.807028,192.168.0.13,192.168.0.23,TCP,1251
2019-05-27 07:36:31.807951,192.168.0.13,192.168.0.23,TCP,1247
2019-05-27 07:36:31.812701,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.813089,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.865269,192.168.0.13,192.168.0.23,TCP,1243
2019-05-27 07:36:31.865990,192.168.0.13,192.168.0.23,TCP,1239
2019-05-27 07:36:31.870702,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:31.871391,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:31.945407,192.168.0.13,192.168.0.23,TCP,1275
2019-05-27 07:36:32.005514,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:32.070320,192.168.0.13,192.168.0.23,TCP,1279
2019-05-27 07:36:32.070442,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:32.075709,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.078332,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.079635,192.168.0.13,192.168.0.23,TCP,1371
2019-05-27 07:36:32.080210,192.168.0.13,192.168.0.23,TCP,1367
2019-05-27 07:36:32.084170,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.084581,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.145010,192.168.0.13,192.168.0.23,TCP,1115
2019-05-27 07:36:32.145565,192.168.0.13,192.168.0.23,TCP,1111
2019-05-27 07:36:32.148020,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.148430,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.205277,192.168.0.13,192.168.0.23,TCP,1139
2019-05-27 07:36:32.208999,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.209375,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.264624,192.168.0.13,192.168.0.23,TCP,1119
2019-05-27 07:36:32.268292,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.345304,192.168.0.13,192.168.0.23,TCP,1295
2019-05-27 07:36:32.351008,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.351387,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.407174,192.168.0.13,192.168.0.23,TCP,1095
2019-05-27 07:36:32.409825,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.410252,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.465176,192.168.0.13,192.168.0.23,TCP,1095
2019-05-27 07:36:32.509699,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.510114,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.545341,192.168.0.13,192.168.0.23,TCP,1023
2019-05-27 07:36:32.545874,192.168.0.13,192.168.0.23,TCP,1019
2019-05-27 07:36:32.549126,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.549538,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.605069,192.168.0.13,192.168.0.23,TCP,1047
2019-05-27 07:36:32.605593,192.168.0.13,192.168.0.23,TCP,1043
2019-05-27 07:36:32.608988,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.609397,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.668014,192.168.0.13,192.168.0.23,TCP,1239
2019-05-27 07:36:32.668580,192.168.0.13,192.168.0.23,TCP,1235
2019-05-27 07:36:32.877865,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.878311,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.878505,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:32.879689,192.168.0.13,192.168.0.23,TCP,1453
2019-05-27 07:36:32.880424,192.168.0.13,192.168.0.23,TCP,1449
2019-05-27 07:36:32.883411,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.883804,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.892128,,,,67
2019-05-27 07:36:32.939783,192.168.0.13,192.168.0.23,TCP,1003
2019-05-27 07:36:32.940321,192.168.0.13,192.168.0.23,TCP,999
2019-05-27 07:36:32.942908,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:32.943322,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:32.997459,,,,67
2019-05-27 07:36:32.998369,192.168.0.13,192.168.0.23,TCP,1443
2019-05-27 07:36:33.006438,192.168.0.13,192.168.0.23,TCP,1439
2019-05-27 07:36:33.010928,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:33.011340,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:33.089853,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:33.090564,192.168.0.13,192.168.0.23,TCP,939
2019-05-27 07:36:33.090648,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:33.090774,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:33.090888,192.168.0.13,192.168.0.23,TCP,939
2019-05-27 07:36:33.094737,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:33.095149,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:33.144939,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:33.145492,192.168.0.13,192.168.0.23,TCP,939
2019-05-27 07:36:33.257464,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:33.257843,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:33.259594,192.168.0.13,192.168.0.23,TCP,975
2019-05-27 07:36:33.260119,192.168.0.13,192.168.0.23,TCP,971
2019-05-27 07:36:33.356190,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:33.356922,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:33.360097,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:33.360549,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:33.362107,192.168.0.13,192.168.0.23,TCP,576
